title,subtitle,author,content,link,category
Ayodhya verdict likely to be in frontlines of the battle for Places of Worship Act in SC,"Observations made in the judgment impress, in less than 10 pages, the necessity to keep alive a Central law so ‘intrinsically related to the obligations of a secular state’",Krishnadas Rajagopal,"Ayodhya verdict likely to be in frontlines of the battle for Places of Worship Act in SC Observations made in the judgment impress, in less than 10 pages, the necessity to keep alive a Central law so ‘intrinsically related to the obligations of a secular state’ The Supreme Court’s Ram Janmabhoomi case judgment in 2019, which gave the title of the disputed Babri Masjid site to the Hindu side, finds itself in the vanguard of a legal battle on the validity of the Places of Worship Act. Observations made in the judgment impresses, in less than 10 pages, the necessity to keep alive a Central law so “intrinsically related to the obligations of a secular state”.",https://www.thehindu.com/news/national/ayodhya-verdict-likely-to-be-in-frontlines-of-the-battle-for-places-of-worship-act-in-sc/article68962538.ece,national
Chandigarh leads in enforcing new criminal laws,"The U.T. administration has ramped up Internet speed at police stations, provided new tablets to investigators, and set up video conferencing facilities for speedy trials; DigiLocker, the Centre’s cloud-based service to store files, and Chitra Khoji, a facial recognition software, are also being used by the police",Vijaita Singh,"Chandigarh leads in enforcing new criminal laws The U.T. administration has ramped up Internet speed at police stations, provided new tablets to investigators, and set up video conferencing facilities for speedy trials; DigiLocker, the Centre’s cloud-based service to store files, and Chitra Khoji, a facial recognition software, are also being used by the police Five months after three criminal laws came into effect in the country, Chandigarh has become the first among all States and Union Territories to implement the laws in their entirety. To link key pillars of the criminal justice system — the police, forensics and judiciary — the Chandigarh administration has ramped up Internet speed at police stations, provided new tablets to investigators, and set up video conferencing facilities for speedy trials. The police are also using ‘Chitra Khoji’, a facial recognition software developed by the government, to match photos of suspects with a database of photos of 1 crore prisoners.",https://www.thehindu.com/news/national/chandigarh-leads-in-enforcing-new-criminal-laws/article68961941.ece,national
"Iran, Israel relationship or absence of it source of concern, says External Affairs Minister Jaishankar",There have been mounting global concerns over escalating tensions between Iran and Israel in the last few months.,Miscellaneous,"Iran, Israel relationship or absence of it source of concern, says External Affairs Minister Jaishankar There have been mounting global concerns over escalating tensions between Iran and Israel in the last few months. The relationship or absence of it between Israel and Iran has been a source of concern and some of India's diplomatic efforts are focused on that aspect, External Affairs Minister S Jaishankar said on Sunday (December 8, 2024). In an address at the Manama Dialogue in Bahrain, Mr. Jaishankar, without directly referring to attacks on commercial ships in the Red Sea by Houthi militants, said India has an interest in trying to mitigate the security situation.",https://www.thehindu.com/news/national/external-affairs-minister-jaishankar-address-at-the-manama-dialogue-in-bahrain/article68962192.ece,national
Parliament Winter Session highlights: Both houses adjourn for the day following Opposition protests,"The Lok Sabha is scheduled to continue to discuss The Railways (Amendment) Bill, 2024, and in the Rajya Sabha, Nirmala Sitharaman will move The Banking Laws (Amendment) Bill, 2024",The Hindu Bureau,"Parliament Winter Session highlights: Both houses adjourn for the day following Opposition protests The Lok Sabha is scheduled to continue to discuss The Railways (Amendment) Bill, 2024, and in the Rajya Sabha, Nirmala Sitharaman will move The Banking Laws (Amendment) Bill, 2024 ",https://www.thehindu.com/news/national/parliament-winter-session-day-11-live-updates-on-december-9/article68963926.ece,national
"Trump’s victory gives greater momentum to the return of nationalism as a respected political issue in the West: Ram Madhav
Premium","Trump’s presidency is likely to shake up the world at a time when the old liberal international order has reached the end of its tether with a new one is yet to fully take shape, former BJP national general secretary says",Nistula Hebbar,"Trump’s victory gives greater momentum to the return of nationalism as a respected political issue in the West: Ram Madhav
Premium Trump’s presidency is likely to shake up the world at a time when the old liberal international order has reached the end of its tether with a new one is yet to fully take shape, former BJP national general secretary says Senior leader and former national general secretary of the Bharatiya Janata Party (BJP), and president of the conservative think tank India Foundation, Ram Madhav, speaks to The Hindu’s Nistula Hebbar on the recent U.S. election results, and the largely post-WWII ‘liberal project’, which promotes a political and economic system that places importance on individual freedom, democratic government, and open markets. What does the victory for Donald Trump in the U.S. mean for the world order and the ‘liberal project’?",https://www.thehindu.com/news/national/interview-with-former-bjp-national-general-secretary-ram-madhav/article68961764.ece,national
"VHP, Bajrang Dal continue protests ahead of Diljit Dosanjh concert in Indore; BJP MLAs extend support",Indore head of the VHP’s social harmony wing says senior functionaries of the VHP and Bajrang Dal had been deployed at the concert venue to keep vigil,Mehul Malpani,"VHP, Bajrang Dal continue protests ahead of Diljit Dosanjh concert in Indore; BJP MLAs extend support Indore head of the VHP’s social harmony wing says senior functionaries of the VHP and Bajrang Dal had been deployed at the concert venue to keep vigil The Bajrang Dal and the Vishwa Hindu Parishad (VHP) continued their protests against the sale of liquor and meat at singer-actor Diljit Dosanjh’s concert in Madhya Pradesh’s Indore, with some Bharatiya Janata Party (BJP) legislators voicing their support for the demands. Hundreds of people affiliated to the Hindu outfits, carrying sticks and banners, staged a protest at the Collectorate on Sunday morning.",https://www.thehindu.com/news/national/vhp-bajrang-dal-continue-protests-ahead-of-diljit-dosanjh-concert-in-indore-bjp-mlas-extend-support/article68962662.ece,national
Think tank employees not eligible for canteen facility: RTI reply,"Manohar Parrikar Institute for Defence and Security Analyses Director-General was issued a card ‘erroneously’, says Ministry of Defence; however, questions to the Army with respect to the process of issuing canteen smart cards did not elicit a response",Dinakar Peri,"Think tank employees not eligible for canteen facility: RTI reply Manohar Parrikar Institute for Defence and Security Analyses Director-General was issued a card ‘erroneously’, says Ministry of Defence; however, questions to the Army with respect to the process of issuing canteen smart cards did not elicit a response Employees of the Manohar Parrikar Institute for Defence and Security Analyses (MP-IDSA), the autonomous think tank under the Ministry of Defence (MoD), are not authorised to receive Canteen Smart Card (CSD) facility, the MoD categorically said in an RTI response, while stating that the current Director-General (D-G) Sujan R. Chinoy was issued a card “erroneously”. “Sujan Chinoy is not eligible for canteen facility. The CSD card has been made erroneously,” the Right to Information reply dated October 22, signed by Brig. Tamojeet Biswas, Central Public Information Officer in the integrated headquarters of the MoD (Army) and addressed to The Polity, Vud Media India Foundation from Thiruvananthapuram, Kerala said.",https://www.thehindu.com/news/national/mp-idsa-employees-not-eligible-for-canteen-facility-d-g-was-issued-a-card-erroneously-rti-reply/article68962427.ece,national
CII urges Centre to stick to fiscal deficit target to avoid growth risks,The industry body cautions that ‘overly aggressive fiscal deficit targets’ beyond 4.9% of GDP for 2024-25 and 4.5% for 2025-26 could adversely affect India’s economic growth,Miscellaneous,"CII urges Centre to stick to fiscal deficit target to avoid growth risks The industry body cautions that ‘overly aggressive fiscal deficit targets’ beyond 4.9% of GDP for 2024-25 and 4.5% for 2025-26 could adversely affect India’s economic growth Confederation of Indian Industry (CII) has suggested that the government stick to the fiscal deficit target of 4.9% of GDP for 2024-25 and 4.5% for 2025-26, cautioning that ""overly aggressive targets"" beyond these could adversely affect India's economic growth. “India has been growing rapidly amidst a slowing global economy. Prudent fiscal management for macroeconomic stability has been pivotal to this growth,” said Chandrajit Banerjee, Director General, CII, elaborating on suggestions for the forthcoming Union Budget.",https://www.thehindu.com/news/national/cii-urges-centre-to-stick-to-fiscal-deficit-target-to-avoid-growth-risks/article68962631.ece,national
India to become $30 trillion-economy by 2047: Dharmendra Pradhan,Dharmendra Pradhan was delivering a lecture at the concluding function of XLRI-School of Management's year-long platinum jubilee celebration in Jharkhand’s Jamshedpur,Miscellaneous,"India to become $30 trillion-economy by 2047: Dharmendra Pradhan Dharmendra Pradhan was delivering a lecture at the concluding function of XLRI-School of Management's year-long platinum jubilee celebration in Jharkhand’s Jamshedpur Union Education Minister Dharmendra Pradhan has asserted that India will become a $30 trillion-economy by 2047. Delivering a lecture at the concluding function of XLRI-School of Management’s year-long platinum jubilee celebration in Jharkhand’s Jamshedpur, on Saturday (December 7, 2024), Mr. Pradhan said India, the fastest-growing global economy, is currently in the fifth position and will bag the third spot in the next three years.",https://www.thehindu.com/news/national/india-to-become-30-trillion-economy-by-2047-dharmendra-pradhan/article68961421.ece,national
NMDFC and DICCI signs MoU to empower marginalised communities through entrepreneurship,"As part of the MoU, the NMDFC will provide concessional credit to entrepreneurs identified by the DICCI, enabling them to establish businesses and contribute to economic growth",The Hindu Bureau,"NMDFC and DICCI signs MoU to empower marginalised communities through entrepreneurship As part of the MoU, the NMDFC will provide concessional credit to entrepreneurs identified by the DICCI, enabling them to establish businesses and contribute to economic growth The National Minorities Development and Finance Corporation (NMDFC) and the Dalit Indian Chamber of Commerce and Industry (DICCI) on Saturday (December 7, 2024) signed a Memorandum of Understanding (MoU) to promote entrepreneurship among marginalised communities. Speaking on the occasion, Minister for Minority Affairs, Kiren Rijiju emphasised, “This collaboration between the NMDFC and the DICCI is a significant step towards building an Atmanirbhar Bharat. By promoting entrepreneurship, we are empowering individuals to become job creators and role models, transforming lives and communities across the nation.”",https://www.thehindu.com/news/national/nmdfc-and-dicci-signs-mou-to-empower-marginalised-communities-through-entrepreneurship/article68959433.ece,national
Gujarat court acquits ex-IPS officer Sanjiv Bhatt in 1997 custodial torture case,Bhatt was earlier sentenced to life imprisonment in a 1990 custodial death case in Jamnagar and 20 years in jail in a 1996 case relating to planting drugs to frame a Rajasthan-based lawyer in Palanpur. He is currently lodged in the Rajkot Central Jail,Miscellaneous,"Gujarat court acquits ex-IPS officer Sanjiv Bhatt in 1997 custodial torture case Bhatt was earlier sentenced to life imprisonment in a 1990 custodial death case in Jamnagar and 20 years in jail in a 1996 case relating to planting drugs to frame a Rajasthan-based lawyer in Palanpur. He is currently lodged in the Rajkot Central Jail A court in Gujarat's Porbandar has acquitted former IPS officer Sanjiv Bhatt in a 1997 custodial torture case, citing that the prosecution could not ""prove the case beyond reasonable doubt"". Additional chief judicial magistrate Mukesh Pandya on Saturday (December 7, 2024) acquitted Bhatt, the then superintendent of police (SP) of Porbandar, in a case registered against him under IPC sections pertaining to causing grievous hurt to obtain confession and other provisions by giving him the benefit of the doubt due to lack of evidence.",https://www.thehindu.com/news/national/gujarat-court-acquits-ex-ips-officer-sanjiv-bhatt-in-custodial-torture-case/article68961190.ece,national
Congress demands full discussion on India-China relations in Parliament after External Affairs Minister’s statement on disengagement process,The party claims the Narendra Modi government may have agreed to a ‘new normal’ in place of the ‘old normal’ that existed before April 2020,The Hindu Bureau,"Congress demands full discussion on India-China relations in Parliament after External Affairs Minister’s statement on disengagement process The party claims the Narendra Modi government may have agreed to a ‘new normal’ in place of the ‘old normal’ that existed before April 2020 Days after the External Affairs Minister (EAM) S. Jaishankar made a suo motostatement in Parliament on the disengagement process with China, the Congress on Sunday claimed that the Narendra Modi government had agreed to a “new normal” over the “old normal” prevailing before April 2020. In a statement, the Congress’s communication chief Jairam Ramesh said Parliament should be allowed to debate the full gamut of the relationship between the two countries. Mr. Ramesh said that it was unfortunate, but typical of the Modi government that “MPs were not permitted to seek any clarifications”.",https://www.thehindu.com/news/national/congress-demands-discussion-in-parliament-on-india-china-relations/article68961657.ece,national
"Sukhbir Singh Badal: The scion after ‘penance’
Premium","The former Deputy Chief Minister of Punjab, who survived a bid on his life, seeks to revive the SAD, which suffered back to back electoral setbacks",Vikas Vasudeva,"Sukhbir Singh Badal: The scion after ‘penance’
Premium The former Deputy Chief Minister of Punjab, who survived a bid on his life, seeks to revive the SAD, which suffered back to back electoral setbacks Sukhbir Singh Badal, the former Deputy Chief Minister of Punjab and president of the Shiromani Akali Dal (SAD), is at the centre of attention after he survived an assassination bid by a pro-Khalistan sympathiser. Mr. Badal, who was found to be tankhaiya, or guilty of religious misconduct, was performing penance for his ‘mistakes’ at the Golden Temple, the central place for worship for the Sikhs in Punjab’s Amritsar, on December 4 when a former militant, Narain Singh, opened fire at him. The two-time former Deputy Chief Minister escaped unhurt as the assailant was overpowered by security personnel.",https://www.thehindu.com/news/national/sukhbir-singh-badal-the-scion-after-penance/article68959683.ece,national
India to create comprehensive anti-drone unit for border security: Amit Shah,"Addressing BSF troops at the 60th Raising Day event of the force here at its training camp, about 300 km from the India-Pakistan border, Amit Shah said the initial results of a ""laser-equipped anti-drone gun-mounted"" mechanism have been encouraging",Miscellaneous,"India to create comprehensive anti-drone unit for border security: Amit Shah Addressing BSF troops at the 60th Raising Day event of the force here at its training camp, about 300 km from the India-Pakistan border, Amit Shah said the initial results of a ""laser-equipped anti-drone gun-mounted"" mechanism have been encouraging Union Home Minister Amit Shah on Sunday (December 8, 2024) said India will soon create a comprehensive anti-drone unit to secure its borders as the ""menace"" of unmanned aerial vehicles is going to get serious in the coming days. Addressing BSF troops at the 60th Raising Day event of the force here at its training camp, about 300 km from the India-Pakistan border, Mr. Shah said the initial results of a ""laser-equipped anti-drone gun-mounted"" mechanism have been encouraging.",https://www.thehindu.com/news/national/india-to-create-comprehensive-anti-drone-unit-for-border-security-amit-shah/article68961523.ece,national
Christian MPs object to amendments in Waqf Bill,"20 MPs attend meeting called by CBCI, the apex body of Catholics in India",The Hindu Bureau,"Christian MPs object to amendments in Waqf Bill 20 MPs attend meeting called by CBCI, the apex body of Catholics in India The Christian community should highlight its positive points, the important role it played, and “not just be only reactive to negative news”, Christian MPs from the Opposition bloc are learnt to have told the Catholic Bishops’ Conference of India (CBCI), a prominent religious body, at a recent meeting held in the national capital. The CBCI, the apex body of Catholics in India, called a meeting of all Christian MPs on December 3. The meet was attended by around 20 MPs, most of them from Opposition parties.",https://www.thehindu.com/news/national/christian-mps-object-to-amendments-in-waqf-bill/article68959559.ece,national
"Indigenous nuclear attack submarine design to take 4-5 years, another five years for construction","Last week, Navy chief Admiral Dinesh K. Tripathi said the first nuclear attack submarine would be ready by 2036-37",Dinakar Peri,"Indigenous nuclear attack submarine design to take 4-5 years, another five years for construction Last week, Navy chief Admiral Dinesh K. Tripathi said the first nuclear attack submarine would be ready by 2036-37 The design phase of the indigenous nuclear attack submarines (SSN) will take four to five years and another five years for the construction of the first one building on the experience of the ballistic nuclear missile submarine programme (SSBN), officials in the know said. Meanwhile, the third SSN leased from Russia is expected to be delivered to the Indian Navy in 2028 after delays. Last week, when asked about the indigenous SSN programme, Navy chief Admiral Dinesh K. Tripathi said that “as per their timelines, 2036-37 was the very realistic timeframe when the first SSN can be inducted followed by the second one in a couple of years.”",https://www.thehindu.com/news/national/indigenous-nuclear-attack-submarine-design-to-take-4-5-years-another-five-years-for-construction/article68959614.ece,national
“Mamata Banerjee is an integral part of the INDIA alliance”: NCP-SCP MP Supriya Sule,Shiv Sena (UBT) MP Priyanka Chaturvedi also said that Mamata Banerjee has shown a successful model in West Bengal where she has kept BJP away from power,Miscellaneous,"“Mamata Banerjee is an integral part of the INDIA alliance”: NCP-SCP MP Supriya Sule Shiv Sena (UBT) MP Priyanka Chaturvedi also said that Mamata Banerjee has shown a successful model in West Bengal where she has kept BJP away from power Reacting to West Bengal Chief Minister Mamata Banerjee’s reported statement about being “willing to lead the INDIA alliance,” Nationalist Congress Party (SCP) MP Supriya Sule said that they will be happy if the TMC chief took on more responsibility within the opposition alliance. Speaking to ANI, Supriya Sule stated that the West Bengal Chief Minister is an integral part of the INDIA alliance.",https://www.thehindu.com/news/national/mamata-banerjee-is-an-integral-part-of-the-india-alliance-ncp-scp-mp-supriya-sule/article68961120.ece,national
RSS farmers group demands removal of GST on agriculture equipment and inputs,"In a pre-Budget meeting meeting with the Finance Ministry, BKS demands increase in allocations for the Kisan Samman Nidhi, plus a higher allocation for irrigation projects and agricultural research work",Ishita Mishra,"RSS farmers group demands removal of GST on agriculture equipment and inputs In a pre-Budget meeting meeting with the Finance Ministry, BKS demands increase in allocations for the Kisan Samman Nidhi, plus a higher allocation for irrigation projects and agricultural research work The Bharatiya Kisan Sangh (BKS) has demanded that the Union government completely remove the Goods and Services Tax (GST) on agricultural equipment and inputs, it said in a statement on Saturday (December 7, 2024). Other items on the RSS-affiliated farmers group’s Budget 2025 wishlist include a hike in the payout under the PM Kisan Samman Nidhi, and a higher allocation for agricultural research and rural development. The BKS said that it was invited to a pre-Budget interaction with the Finance Ministry, to discuss what steps the Union government must take towards the development of the country’s agriculture sector and the upliftment of the farmers. Finance Minister Nirmala Sitharaman was also part of the meeting, in which the BKS was represented by its national president Badri Narayan Chaudhary.",https://www.thehindu.com/news/national/rss-farmers-group-demands-removal-of-gst-on-agriculture-equipment-and-inputs/article68959383.ece,national
"Sonia Gandhi linked to organisation financed by George Soros Foundation, says BJP","Reiterating its allegation about a connection between the Congress party and billionaire George Soros, the BJP — through a thread on X — said it implied “their shared goal of diminishing India’s growth”",Devesh K. Pandey,"Sonia Gandhi linked to organisation financed by George Soros Foundation, says BJP Reiterating its allegation about a connection between the Congress party and billionaire George Soros, the BJP — through a thread on X — said it implied “their shared goal of diminishing India’s growth” The Bharatiya Janata Party (BJP) on Sunday (December 8, 2024) alleged that former Congress president Sonia Gandhi, as the co-president of the Forum of Democratic Leaders in the Asia-Pacific (FDL-AP), was linked to an organisation financed by the “George Soros Foundation.” Reiterating its allegation about a connection between the Congress party and billionaire George Soros, the BJP — through a thread on X — said it implied “their shared goal of diminishing India’s growth”.",https://www.thehindu.com/news/national/sonia-gandhi-linked-to-an-organisation-financed-by-george-soros-foundation-alleges-bjp/article68961260.ece,national
Foreign Secretary Misri to visit Dhaka tomorrow amid frosty India-Bangladesh ties,Mr. Misri is scheduled to hold wide-ranging talks with his Bangladeshi counterpart Md. Jashim Uddin and meet the country's de-facto foreign minister Mohammad Touhid Hossain,Miscellaneous,"Foreign Secretary Misri to visit Dhaka tomorrow amid frosty India-Bangladesh ties Mr. Misri is scheduled to hold wide-ranging talks with his Bangladeshi counterpart Md. Jashim Uddin and meet the country's de-facto foreign minister Mohammad Touhid Hossain Foreign Secretary Vikram Misri is expected to raise with Dhaka India's concerns over attacks on Hindus and other minorities as he embarks on a day-long visit to Bangladesh on Monday (December 9, 2024), in the first high-level trip from New Delhi after a massive uprising ended deposed Prime Minister Sheikh Hasina's 15-year rule in August. Mr. Misri is scheduled to hold wide-ranging talks with his Bangladeshi counterpart Md. Jashim Uddin and meet the country's de-facto foreign minister Mohammad Touhid Hossain.",https://www.thehindu.com/news/national/foreign-secretary-misri-to-visit-dhaka-tomorrow-amid-frosty-india-bangladesh-ties/article68961331.ece,national
"Ashtalakshmi Mahotsav: Union Ministers Jyotiraditya Scindia, Sukanta Majumdar walk on the ramp","Taking on X social media, Mr. Scindia lauded the talented artists and models from the northeast. He also commended the fashion show that showcased the vibrant styles of Northeast India",Miscellaneous,"Ashtalakshmi Mahotsav: Union Ministers Jyotiraditya Scindia, Sukanta Majumdar walk on the ramp Taking on X social media, Mr. Scindia lauded the talented artists and models from the northeast. He also commended the fashion show that showcased the vibrant styles of Northeast India Union Minister Jyotiraditya Scindia along with MoS Sukanta Majumdar walked the ramp at the Ashtalakshmi Mahotsav fashion show, at Bharat Mandapam on Saturday (December 7, 2024). Taking on X social media, Mr. Scindia lauded the talented artists and models from the northeast. He also commended the fashion show that showcased the vibrant styles of Northeast India.",https://www.thehindu.com/news/national/ashtalakshmi-mahotsav-union-ministers-jyotiraditya-scindia-sukanta-majumdar-walk-on-the-ramp/article68964163.ece,national
Bombay HC judge signs his living will on day of his retirement,A living will is a legal document specifying the desired medical care one wishes to have if he or she loses the ability to communicate,Miscellaneous,Bombay HC judge signs his living will on day of his retirement A living will is a legal document specifying the desired medical care one wishes to have if he or she loses the ability to communicate Justice Bharat Deshpande of the Bombay High Court at Goa signed his living will or advanced medical care directive on the day of his retirement. A living will is a legal document specifying the desired medical care one wishes to have if he or she loses the ability to communicate.,https://www.thehindu.com/news/national/bombay-hc-judge-signs-his-living-will-on-day-of-his-retirement/article68958628.ece,national
"Centre at Dhaka set on fire, claims ISKCON","ISKCON spokesperson said the temple located in Dhour village, under the jurisdiction of Turag Police Station, Dhaka district, was set on fire in the early hours of December 7, 2024",Shiv Sahay Singh,"Centre at Dhaka set on fire, claims ISKCON ISKCON spokesperson said the temple located in Dhour village, under the jurisdiction of Turag Police Station, Dhaka district, was set on fire in the early hours of December 7, 2024 “A centre of the International Society for Krishna Consciousness (ISKCON) was set on fire in Dhaka in Bangladesh,” a spokesperson of the religious order said on Saturday (December 7, 2024.) “Early morning today, between 2-3 a.m., miscreants set fire to the Shri Shri Radha Krishna Temple and the Shri Shri Mahabhagya Lakshmi Narayan Temple, which fall under the Hare Krishna Namhatta Sangha, located in Dhour village, under the jurisdiction of Turag Police Station, Dhaka district,” Radharaman Das, the spokesperson of ISKCON Kolkata posted on social media.",https://www.thehindu.com/news/national/centre-at-dhaka-set-on-fire-claims-iskcon/article68958159.ece,national
"Rajnath to begin 3-day visit to Russia on December 8, witness commissioning of Indian naval warship","Defence Minister Rajnath Singh to visit Russia, commission stealth warship, discuss Military cooperation with Russian counterpart",Miscellaneous,"Rajnath to begin 3-day visit to Russia on December 8, witness commissioning of Indian naval warship Defence Minister Rajnath Singh to visit Russia, commission stealth warship, discuss Military cooperation with Russian counterpart Defence Minister Rajnath Singh will embark on a three-day trip to Russia on Sunday (December 8, 2024) to witness the commissioning of a stealth warship into the Indian Navy and hold talks with his Russian counterpart Andrey Belousov on the expansion of bilateral cooperation in co-production of Military hardware. The Russian-manufactured multi-role stealth-guided missile frigate Tushil will be commissioned on Monday (December 9, 2024) in the coastal city of Kaliningrad.",https://www.thehindu.com/news/national/rajnath-to-begin-3-day-visit-to-russia-on-sunday-witness-commissioning-of-indian-naval-warship/article68958376.ece,national
Mumbai police receives message threatening attempt on PM Modi's life,"A WhatsApp message, received on the helpline of the traffic police in the early hours, mentioned two ISI agents and a plot to carry out a bomb blast to target Modi",Miscellaneous,"Mumbai police receives message threatening attempt on PM Modi's life A WhatsApp message, received on the helpline of the traffic police in the early hours, mentioned two ISI agents and a plot to carry out a bomb blast to target Modi Mumbai Police on Saturday (December 7, 2024) received a message threatening to kill Prime Minister Narendra Modi, an official said. The number from which the message was sent was traced to Ajmer in Rajasthan and a police team was sent there immediately to nab the suspect, said an official.",https://www.thehindu.com/news/national/mumbai-police-receives-message-threatening-attempt-on-pm-modis-life/article68958550.ece,national
"Innovative, participative diplomacy can help solving conflicts: Jaishankar","Jaishankar also said the era of the 60s and the 70s when the UN Security Council or a few Western powers managed conflicts is “behind us,”",Miscellaneous,"Innovative, participative diplomacy can help solving conflicts: Jaishankar Jaishankar also said the era of the 60s and the 70s when the UN Security Council or a few Western powers managed conflicts is “behind us,” External Affairs Minister S. Jaishankar on Saturday (December 7, 2024) called for “more innovative and participative diplomacy” and said the needle is moving towards the reality of negotiations rather than the continuation of the war between Russia and Ukraine. Mr. Jaishankar highlighted the increasing cost of oil, fertilisers and shipping etc. for several countries, including India, due to conflicts in the Gulf and the Mediterranean region.",https://www.thehindu.com/news/national/innovative-participative-diplomacy-can-help-solving-conflicts-jaishankar/article68958910.ece,national
Willing to lead INDIA bloc if given opportunity: West Bengal CM Mamata Banerjee,The Trinamool Congress supremo said she could manage the dual responsibilities of running the Opposition front while continuing her role as West Bengal CM,Miscellaneous,"Willing to lead INDIA bloc if given opportunity: West Bengal CM Mamata Banerjee The Trinamool Congress supremo said she could manage the dual responsibilities of running the Opposition front while continuing her role as West Bengal CM West Bengal Chief Minister Mamata Banerjee expressed dissatisfaction with the functioning of the Opposition INDIA bloc, signaling her intent to take charge of the alliance if given an opportunity. The Trinamool Congress (TMC) supremo said she could manage the dual responsibilities of running the Opposition front while continuing her role as the Chief Minister of West Bengal.",https://www.thehindu.com/news/national/willing-to-lead-india-bloc-if-given-opportunity-west-bengal-cm-mamata-banerjee/article68957978.ece,national
"Pope Francis's visit to India likely after Jubilee year 2025, says Union Minister George Kurian",Union Minister George Kurian announces that Pope Francis is likely to visit India after 2025 Jubilee Year celebration,Miscellaneous,"Pope Francis's visit to India likely after Jubilee year 2025, says Union Minister George Kurian Union Minister George Kurian announces that Pope Francis is likely to visit India after 2025 Jubilee Year celebration Union Minister of State for Minority Affairs George Kurian on Saturday (December 7, 2024) said the much-awaited visit of Pope Francis to India is likely to happen after 2025, which has been announced as the ""Jubilee Year"" by the Catholic Church. He noted that India had already invited the Pope officially and Prime Minister Narendra Modi directly extended him the invitation. The rest of the matters and procedures were to be decided by the Vatican. The visit would be scheduled as per the convenience of Pope Francis, he told to the Asianet channel.",https://www.thehindu.com/news/national/pope-franciss-visit-to-india-likely-after-jubilee-year-2025-says-union-minister-george-kurian/article68958247.ece,national
73 complaints against vulgar ads on TV channels: Govt tells Parliament,"The Government addresses complaints against obscene TV ads, implements a three-level grievance redress system, and enforces Code of Ethics for OTT platforms",Miscellaneous,"73 complaints against vulgar ads on TV channels: Govt tells Parliament The Government addresses complaints against obscene TV ads, implements a three-level grievance redress system, and enforces Code of Ethics for OTT platforms The Government has told Parliament that over the past three years, the regulatory bodies have received seventy-three complaints against obscene and vulgar advertisements on private television channels. In a written reply in the Rajya Sabha, Minister of State for Information and Broadcasting L. Murugan said the complaints were ""suitably"" addressed by a three-level grievance redress system. Mr. Murugan said that the mechanism, established under the Cable Television Networks (Amendment) Rules, includes self-regulation by broadcasters, self-regulation by self-regulating bodies of the broadcasters, and an oversight mechanism of the Central Government.",https://www.thehindu.com/news/national/73-complaints-against-vulgar-ads-on-tv-channels-govt-tells-parliament/article68957991.ece,national
Travesty of Justice that secularism not given its due in Ayodhya Verdict: former SC Judge Nariman,"Justice Nariman criticises 2019 Ramjanmabhoomi-Babri Masjid judgment, calls for strict implementation of the Places of Worship Act to prevent disputes",Miscellaneous,"Travesty of Justice that secularism not given its due in Ayodhya Verdict: former SC Judge Nariman Justice Nariman criticises 2019 Ramjanmabhoomi-Babri Masjid judgment, calls for strict implementation of the Places of Worship Act to prevent disputes Former Supreme Court Judge Justice R.F. Nariman has criticised the Supreme Court's 2019 Judgment in the Ramjanmabhoomi-Babri Masjid case, describing it as a ""great travesty of Justice"" that did not do justice to the principle of secularism. Speaking at the First Justice A.M. Ahmadi Memorial Lecture on 'Secularism and the Indian Constitution', Justice Nariman, however, said the judgment had a ""silver lining"" as it upheld the Places of Worship (Special Provisions) Act 1991. He said the Places of Worship Act should be strictly implemented to put an end to disputes over religious places which are popping up every day across the country like ""hydra heads"".",https://www.thehindu.com/news/national/travesty-of-justice-that-secularism-not-given-its-due-in-ayodhya-verdict-former-sc-judge-nariman/article68958146.ece,national
Uncertainty over participation of Bangladeshi freedom fighters in Eastern Command’s Vijay Diwas celebrations,"A delegation of senior officers of Bangladesh Armed Forces, along with a group of Mukti Joddhas, had visited Kolkata’s Fort William to take part in the Eastern Command’s Vijay Diwas celebrations",Moyurie  Som,"Uncertainty over participation of Bangladeshi freedom fighters in Eastern Command’s Vijay Diwas celebrations A delegation of senior officers of Bangladesh Armed Forces, along with a group of Mukti Joddhas, had visited Kolkata’s Fort William to take part in the Eastern Command’s Vijay Diwas celebrations Following recent incidents of atrocities against minorities in Bangladesh, uncertainty looms over the participation of Bangladeshi Mukti Joddhas (freedom fighters) in the Indian Armed Forces’ upcoming Vijay Diwas celebrations at Fort William, the headquarters of the Eastern Command, in Kolkata on December 16. Vijay Diwas, celebrated on December 16 every year, marks India’s historic victory over Pakistan in the 1971 war, which led to the formation of Bangladesh from erstwhile East Pakistan.",https://www.thehindu.com/news/national/uncertainty-over-participation-of-bangladeshi-freedom-fighters-in-eastern-commands-vijay-diwas-celebrations/article68955895.ece,national
